origin,dest,year,asylum_apps
HTI,ARG,2010,46
HTI,ARG,2011,28
HTI,ARG,2012,11
HTI,ARG,2013,52
HTI,ARG,2014,65
HTI,ARG,2015,112
HTI,ARG,2016,294
HTI,ARG,2017,463
HTI,ARG,2018,522
HTI,ARG,2019,242
HTI,ARG,2020,86
HTI,ARG,2021,52
HTI,ARG,2022,12
HTI,ARG,2023,5
HTI,ARM,2022,5
HTI,ARM,2023,38
HTI,AUS,2016,5
HTI,BEL,2010,9
HTI,BEL,2011,6
HTI,BEL,2014,13
HTI,BEL,2015,22
HTI,BEL,2016,11
HTI,BEL,2022,37
HTI,BEL,2023,11
HTI,BHS,2013,7
HTI,BHS,2022,5
HTI,BLZ,2023,10
HTI,BRA,2008,5
HTI,BRA,2009,5
HTI,BRA,2010,604
HTI,BRA,2011,4000
HTI,BRA,2015,5
HTI,BRA,2016,646
HTI,BRA,2017,2362
HTI,BRA,2018,7030
HTI,BRA,2019,19169
HTI,BRA,2020,5342
HTI,BRA,2021,579
HTI,BRA,2022,316
HTI,BRA,2023,167
HTI,CAN,2008,4936
HTI,CAN,2009,1597
HTI,CAN,2010,1062
HTI,CAN,2011,523
HTI,CAN,2012,417
HTI,CAN,2013,334
HTI,CAN,2014,348
HTI,CAN,2015,415
HTI,CAN,2016,634
HTI,CAN,2017,7764
HTI,CAN,2018,2606
HTI,CAN,2019,2936
HTI,CAN,2020,1506
HTI,CAN,2021,1124
HTI,CAN,2022,11461
HTI,CAN,2023,5802
HTI,CHE,2010,6
HTI,CHE,2011,5
HTI,CHE,2012,8
HTI,CHE,2013,5
HTI,CHE,2016,5
HTI,CHE,2019,5
HTI,CHE,2020,5
HTI,CHE,2022,6
HTI,CHE,2023,17
HTI,CHL,2008,17
HTI,CHL,2016,23
HTI,CHL,2017,8
HTI,CHL,2018,6
HTI,CHL,2021,29
HTI,CHL,2022,115
HTI,COL,2015,5
HTI,COL,2021,5
HTI,COL,2022,7
HTI,COL,2023,5
HTI,CRI,2008,6
HTI,CRI,2009,5
HTI,CRI,2010,5
HTI,CRI,2014,9
HTI,CRI,2015,7
HTI,CRI,2016,68
HTI,CRI,2017,62
HTI,CRI,2019,100
HTI,CRI,2020,73
HTI,CRI,2021,983
HTI,CRI,2022,77
HTI,CRI,2023,14
HTI,CUB,2018,5
HTI,CUB,2019,5
HTI,CYP,2019,11
HTI,CYP,2022,13
HTI,DEU,2011,10
HTI,DEU,2012,9
HTI,DEU,2013,17
HTI,DEU,2015,5
HTI,DEU,2016,11
HTI,DEU,2017,5
HTI,DEU,2018,12
HTI,DEU,2019,13
HTI,DEU,2020,5
HTI,DEU,2021,18
HTI,DEU,2022,40
HTI,DEU,2023,34
HTI,DNK,2009,5
HTI,DNK,2010,7
HTI,DNK,2015,5
HTI,DOM,2011,25
HTI,DOM,2012,5
HTI,DOM,2013,62
HTI,DOM,2014,8
HTI,DOM,2015,5
HTI,DOM,2016,5
HTI,DOM,2019,24
HTI,DOM,2020,31
HTI,DOM,2021,12
HTI,DOM,2022,524
HTI,DOM,2023,956
HTI,ECU,2008,15
HTI,ECU,2009,377
HTI,ECU,2010,382
HTI,ECU,2011,173
HTI,ECU,2012,37
HTI,ECU,2013,27
HTI,ECU,2017,9
HTI,ECU,2018,5
HTI,ECU,2019,6
HTI,ECU,2020,5
HTI,ECU,2021,5
HTI,ECU,2022,5
HTI,ESP,2008,12
HTI,ESP,2009,5
HTI,ESP,2010,6
HTI,ESP,2012,5
HTI,ESP,2013,5
HTI,ESP,2014,5
HTI,ESP,2017,5
HTI,ESP,2018,20
HTI,ESP,2019,49
HTI,ESP,2020,35
HTI,ESP,2021,210
HTI,ESP,2022,33
HTI,ESP,2023,47
HTI,FRA,2008,1441
HTI,FRA,2009,1832
HTI,FRA,2010,3423
HTI,FRA,2011,2245
HTI,FRA,2012,3336
HTI,FRA,2013,2866
HTI,FRA,2014,3319
HTI,FRA,2015,4527
HTI,FRA,2016,8657
HTI,FRA,2017,10824
HTI,FRA,2018,5882
HTI,FRA,2019,7612
HTI,FRA,2020,5584
HTI,FRA,2021,5169
HTI,FRA,2022,3781
HTI,FRA,2023,4186
HTI,GBR,2017,9
HTI,GRC,2016,20
HTI,GRC,2017,39
HTI,GRC,2018,17
HTI,GRC,2019,35
HTI,GRC,2020,41
HTI,GRC,2021,13
HTI,GRC,2022,38
HTI,GRC,2023,72
HTI,GTM,2022,5
HTI,GUY,2021,11
HTI,GUY,2022,9
HTI,GUY,2023,10
HTI,HND,2020,5
HTI,HND,2021,10
HTI,HUN,2015,20
HTI,ISR,2023,13
HTI,ITA,2011,9
HTI,ITA,2023,5
HTI,JAM,2019,5
HTI,KOR,2017,5
HTI,KOR,2018,5
HTI,KOR,2019,15
HTI,KOR,2020,8
HTI,KOR,2022,174
HTI,KOR,2023,19
HTI,LCA,2023,5
HTI,MEX,2008,61
HTI,MEX,2009,65
HTI,MEX,2010,39
HTI,MEX,2011,38
HTI,MEX,2012,25
HTI,MEX,2013,14
HTI,MEX,2014,24
HTI,MEX,2015,16
HTI,MEX,2016,47
HTI,MEX,2017,436
HTI,MEX,2018,82
HTI,MEX,2019,5536
HTI,MEX,2020,5964
HTI,MEX,2021,51827
HTI,MEX,2022,17153
HTI,MEX,2023,44239
HTI,NLD,2019,7
HTI,NLD,2021,15
HTI,NLD,2022,15
HTI,NLD,2023,23
HTI,PAN,2011,8
HTI,PAN,2015,36
HTI,PAN,2016,17
HTI,PAN,2017,5
HTI,PAN,2018,5
HTI,PAN,2019,5
HTI,PAN,2020,10
HTI,PER,2008,8
HTI,PER,2010,9
HTI,PER,2011,176
HTI,PER,2012,81
HTI,PER,2013,18
HTI,PER,2014,14
HTI,PER,2015,7
HTI,PER,2016,54
HTI,PER,2017,6
HTI,PER,2018,6
HTI,PER,2019,6
HTI,PER,2022,23
HTI,PER,2023,101
HTI,PRT,2018,5
HTI,PRT,2019,5
HTI,PRT,2020,5
HTI,PRT,2022,8
HTI,PRY,2021,5
HTI,ROU,2020,6
HTI,RUS,2023,5
HTI,SEN,2011,5
HTI,SLV,2021,5
HTI,SUR,2022,5
HTI,SWE,2008,5
HTI,SWE,2010,13
HTI,SWE,2019,5
HTI,SWE,2020,5
HTI,SWE,2022,5
HTI,SWE,2023,5
HTI,TTO,2018,9
HTI,TTO,2019,6
HTI,UKR,2019,5
HTI,URY,2018,5
HTI,URY,2019,12
HTI,URY,2020,6
HTI,URY,2021,9
HTI,URY,2022,6
HTI,URY,2023,5
HTI,USA,2008,2078
HTI,USA,2009,1649
HTI,USA,2010,1223
HTI,USA,2011,1377
HTI,USA,2012,1612
HTI,USA,2013,1879
HTI,USA,2014,2196
HTI,USA,2015,2220
HTI,USA,2016,3969
HTI,USA,2017,8683
HTI,USA,2018,4738
HTI,USA,2019,4833
HTI,USA,2020,7800
HTI,USA,2021,10719
HTI,USA,2022,42460
HTI,USA,2023,76024
HTI,VEN,2008,5
HTI,VEN,2021,5
HTI,ZAF,2008,5
HTI,ZAF,2009,5
JAM,ARG,2017,8
JAM,ARG,2018,5
JAM,ARG,2019,5
JAM,AUS,2015,5
JAM,BEL,2008,5
JAM,BEL,2014,9
JAM,BEL,2015,10
JAM,BEL,2022,8
JAM,BEL,2023,5
JAM,BRA,2018,5
JAM,BRA,2022,7
JAM,BRA,2023,6
JAM,BRB,2017,5
JAM,BRB,2023,5
JAM,CAN,2008,242
JAM,CAN,2009,261
JAM,CAN,2010,281
JAM,CAN,2011,332
JAM,CAN,2012,267
JAM,CAN,2013,139
JAM,CAN,2014,195
JAM,CAN,2015,224
JAM,CAN,2016,154
JAM,CAN,2017,230
JAM,CAN,2018,243
JAM,CAN,2019,257
JAM,CAN,2020,182
JAM,CAN,2021,266
JAM,CAN,2022,471
JAM,CAN,2023,634
JAM,CHE,2008,5
JAM,CHE,2009,5
JAM,CHE,2010,5
JAM,CHE,2013,5
JAM,CHE,2019,6
JAM,CHE,2020,5
JAM,CHE,2021,5
JAM,CHE,2022,5
JAM,CHE,2023,5
JAM,CRI,2019,7
JAM,CRI,2020,6
JAM,CRI,2021,29
JAM,CRI,2022,21
JAM,CUW,2010,7
JAM,DEU,2008,5
JAM,DEU,2011,8
JAM,DEU,2012,15
JAM,DEU,2013,13
JAM,DEU,2014,11
JAM,DEU,2015,14
JAM,DEU,2016,28
JAM,DEU,2017,109
JAM,DEU,2018,56
JAM,DEU,2019,48
JAM,DEU,2020,10
JAM,DEU,2021,26
JAM,DEU,2022,32
JAM,DEU,2023,23
JAM,ESP,2017,16
JAM,ESP,2018,30
JAM,ESP,2019,25
JAM,ESP,2020,7
JAM,ESP,2021,16
JAM,ESP,2022,7
JAM,ESP,2023,22
JAM,FRA,2008,8
JAM,FRA,2009,9
JAM,FRA,2012,10
JAM,FRA,2013,8
JAM,FRA,2014,11
JAM,FRA,2015,15
JAM,FRA,2016,12
JAM,FRA,2018,6
JAM,FRA,2019,13
JAM,FRA,2020,5
JAM,FRA,2021,22
JAM,FRA,2022,18
JAM,FRA,2023,13
JAM,GBR,2008,269
JAM,GBR,2009,219
JAM,GBR,2010,281
JAM,GBR,2011,209
JAM,GBR,2012,151
JAM,GBR,2013,157
JAM,GBR,2014,166
JAM,GBR,2015,202
JAM,GBR,2016,295
JAM,GBR,2017,257
JAM,GBR,2018,172
JAM,GBR,2019,116
JAM,GBR,2020,75
JAM,GBR,2021,48
JAM,GBR,2022,42
JAM,GBR,2023,37
JAM,GRC,2017,5
JAM,GRD,2017,5
JAM,IRL,2008,5
JAM,IRL,2009,5
JAM,MEX,2010,5
JAM,MEX,2018,5
JAM,MEX,2019,5
JAM,MEX,2021,10
JAM,MEX,2022,27
JAM,MEX,2023,15
JAM,NLD,2008,7
JAM,NLD,2009,18
JAM,NLD,2010,7
JAM,NLD,2011,24
JAM,NLD,2012,34
JAM,NLD,2013,29
JAM,NLD,2014,41
JAM,NLD,2015,73
JAM,NLD,2016,33
JAM,NLD,2017,11
JAM,NLD,2018,12
JAM,NLD,2019,19
JAM,NLD,2020,6
JAM,NLD,2021,23
JAM,NLD,2022,17
JAM,NLD,2023,22
JAM,PAN,2015,7
JAM,PAN,2016,7
JAM,PAN,2022,6
JAM,PAN,2023,5
JAM,POL,2017,5
JAM,SRB,2023,5
JAM,SUR,2017,5
JAM,SWE,2014,5
JAM,SWE,2016,5
JAM,SWE,2017,5
JAM,SWE,2018,5
JAM,SWE,2019,5
JAM,SWE,2020,8
JAM,SWE,2022,5
JAM,SWE,2023,5
JAM,TTO,2015,8
JAM,TTO,2016,15
JAM,TTO,2017,13
JAM,TTO,2018,36
JAM,TTO,2019,85
JAM,TTO,2020,55
JAM,TTO,2021,46
JAM,TTO,2022,115
JAM,USA,2008,152
JAM,USA,2009,183
JAM,USA,2010,302
JAM,USA,2011,398
JAM,USA,2012,306
JAM,USA,2013,239
JAM,USA,2014,252
JAM,USA,2015,267
JAM,USA,2016,342
JAM,USA,2017,410
JAM,USA,2018,445
JAM,USA,2019,438
JAM,USA,2020,312
JAM,USA,2021,398
JAM,USA,2022,1128
JAM,USA,2023,4147
JAM,ZAF,2015,5
KNA,CAN,2008,5
KNA,CAN,2009,5
KNA,CAN,2010,7
KNA,CAN,2011,13
KNA,CAN,2012,12
KNA,CAN,2013,15
KNA,CAN,2014,5
KNA,CAN,2015,13
KNA,CAN,2017,10
KNA,CAN,2023,13
KNA,GBR,2010,5
KNA,GBR,2013,5
KNA,GBR,2015,5
KNA,GBR,2016,7
KNA,GBR,2017,5
KNA,GBR,2018,8
KNA,GBR,2019,10
KNA,GBR,2020,5
KNA,GBR,2021,8
KNA,GBR,2022,8
KNA,GBR,2023,35
KNA,SWE,2015,5
KNA,SWE,2016,5
KNA,USA,2009,5
KNA,USA,2010,5
KNA,USA,2011,5
KNA,USA,2012,5
KNA,USA,2015,5
KNA,USA,2023,5
LCA,BEL,2022,5
LCA,CAN,2008,252
LCA,CAN,2009,366
LCA,CAN,2010,486
LCA,CAN,2011,599
LCA,CAN,2012,430
LCA,CAN,2013,66
LCA,CAN,2014,33
LCA,CAN,2015,44
LCA,CAN,2016,24
LCA,CAN,2017,21
LCA,CAN,2018,20
LCA,CAN,2019,26
LCA,CAN,2020,7
LCA,CAN,2021,12
LCA,CAN,2022,28
LCA,CAN,2023,48
LCA,FRA,2012,5
LCA,FRA,2014,11
LCA,FRA,2015,11
LCA,FRA,2016,10
LCA,FRA,2018,8
LCA,FRA,2019,5
LCA,FRA,2021,8
LCA,FRA,2022,30
LCA,FRA,2023,79
LCA,GBR,2008,7
LCA,GBR,2009,5
LCA,GBR,2010,5
LCA,GBR,2011,5
LCA,GBR,2012,7
LCA,GBR,2013,6
LCA,GBR,2015,24
LCA,GBR,2016,26
LCA,GBR,2017,24
LCA,GBR,2018,26
LCA,GBR,2019,25
LCA,GBR,2020,26
LCA,GBR,2021,12
LCA,GBR,2022,38
LCA,GBR,2023,84
LCA,UKR,2015,5
LCA,USA,2009,5
LCA,USA,2010,11
LCA,USA,2012,5
LCA,USA,2014,6
LCA,USA,2017,7
LCA,USA,2018,10
LCA,USA,2023,21
MEX,ARG,2015,5
MEX,ARG,2018,5
MEX,AUS,2014,5
MEX,AUS,2015,7
MEX,AUS,2016,9
MEX,AUS,2017,10
MEX,AUS,2020,5
MEX,AUS,2021,5
MEX,AUS,2022,18
MEX,AUS,2023,5
MEX,BEL,2013,8
MEX,BEL,2014,5
MEX,BEL,2015,10
MEX,BEL,2016,5
MEX,BEL,2017,5
MEX,BEL,2018,5
MEX,BEL,2019,5
MEX,BEL,2022,6
MEX,BEL,2023,14
MEX,BLZ,2023,5
MEX,BRA,2012,5
MEX,BRA,2015,13
MEX,BRA,2017,5
MEX,BRA,2018,12
MEX,BRA,2019,10
MEX,BRA,2020,7
MEX,BRA,2022,18
MEX,BRA,2023,30
MEX,CAN,2008,8069
MEX,CAN,2009,9296
MEX,CAN,2010,1299
MEX,CAN,2011,763
MEX,CAN,2012,382
MEX,CAN,2013,110
MEX,CAN,2014,65
MEX,CAN,2015,121
MEX,CAN,2016,256
MEX,CAN,2017,1599
MEX,CAN,2018,3445
MEX,CAN,2019,5950
MEX,CAN,2020,2719
MEX,CAN,2021,3926
MEX,CAN,2022,18655
MEX,CAN,2023,26735
MEX,CHE,2011,5
MEX,CHE,2018,5
MEX,CHE,2019,5
MEX,CHE,2022,5
MEX,CHE,2023,5
MEX,CHL,2012,5
MEX,CHL,2016,5
MEX,CRI,2010,7
MEX,CRI,2014,9
MEX,CRI,2015,13
MEX,CRI,2016,6
MEX,CRI,2017,8
MEX,CRI,2018,13
MEX,CRI,2019,15
MEX,CRI,2020,5
MEX,CRI,2021,44
MEX,CRI,2022,47
MEX,CRI,2023,7
MEX,CYM,2013,5
MEX,DEU,2009,5
MEX,DEU,2012,11
MEX,DEU,2014,6
MEX,DEU,2015,6
MEX,DEU,2016,5
MEX,DEU,2017,6
MEX,DEU,2018,7
MEX,DEU,2019,10
MEX,DEU,2020,14
MEX,DEU,2021,11
MEX,DEU,2022,15
MEX,DEU,2023,41
MEX,ECU,2009,7
MEX,ECU,2010,9
MEX,ECU,2017,5
MEX,ESP,2008,8
MEX,ESP,2009,26
MEX,ESP,2010,17
MEX,ESP,2011,17
MEX,ESP,2012,17
MEX,ESP,2013,20
MEX,ESP,2014,13
MEX,ESP,2015,23
MEX,ESP,2016,21
MEX,ESP,2017,27
MEX,ESP,2018,68
MEX,ESP,2019,122
MEX,ESP,2020,111
MEX,ESP,2021,88
MEX,ESP,2022,160
MEX,ESP,2023,184
MEX,FIN,2012,7
MEX,FIN,2015,12
MEX,FIN,2016,5
MEX,FIN,2017,5
MEX,FIN,2018,5
MEX,FIN,2019,7
MEX,FIN,2022,5
MEX,FIN,2023,5
MEX,FRA,2009,7
MEX,FRA,2010,5
MEX,FRA,2012,18
MEX,FRA,2013,5
MEX,FRA,2014,10
MEX,FRA,2015,13
MEX,FRA,2016,10
MEX,FRA,2017,5
MEX,FRA,2018,10
MEX,FRA,2019,12
MEX,FRA,2020,19
MEX,FRA,2021,15
MEX,FRA,2022,31
MEX,FRA,2023,18
MEX,GBR,2009,7
MEX,GBR,2010,12
MEX,GBR,2011,15
MEX,GBR,2012,11
MEX,GBR,2013,15
MEX,GBR,2014,13
MEX,GBR,2015,25
MEX,GBR,2016,34
MEX,GBR,2017,28
MEX,GBR,2018,20
MEX,GBR,2019,13
MEX,GBR,2020,39
MEX,GBR,2021,61
MEX,GBR,2022,82
MEX,GBR,2023,60
MEX,GRC,2019,8
MEX,GRC,2022,5
MEX,GTM,2008,5
MEX,GTM,2013,5
MEX,GTM,2019,5
MEX,GTM,2020,7
MEX,GTM,2021,8
MEX,GTM,2022,8
MEX,GTM,2023,29
MEX,HND,2021,5
MEX,IND,2015,10
MEX,IND,2016,5
MEX,IRL,2011,5
MEX,IRL,2018,12
MEX,IRL,2021,7
MEX,IRL,2022,5
MEX,IRL,2023,28
MEX,ISL,2022,5
MEX,ISL,2023,6
MEX,ISR,2020,8
MEX,ISR,2022,6
MEX,ITA,2011,5
MEX,ITA,2015,5
MEX,ITA,2018,15
MEX,ITA,2019,20
MEX,ITA,2020,9
MEX,ITA,2021,8
MEX,ITA,2022,19
MEX,ITA,2023,29
MEX,KOR,2016,5
MEX,LUX,2009,5
MEX,LUX,2011,5
MEX,NLD,2009,5
MEX,NLD,2010,5
MEX,NLD,2014,5
MEX,NLD,2015,5
MEX,NLD,2017,5
MEX,NLD,2019,5
MEX,NLD,2020,7
MEX,NLD,2021,16
MEX,NLD,2022,14
MEX,NLD,2023,13
MEX,NOR,2010,24
MEX,NOR,2011,15
MEX,NOR,2012,17
MEX,NOR,2014,5
MEX,NOR,2016,5
MEX,NOR,2017,5
MEX,NOR,2020,10
MEX,NOR,2023,9
MEX,NZL,2008,5
MEX,NZL,2014,5
MEX,NZL,2019,5
MEX,NZL,2022,5
MEX,NZL,2023,6
MEX,PAN,2012,5
MEX,PAN,2014,5
MEX,PAN,2023,5
MEX,PER,2018,5
MEX,PER,2020,7
MEX,PER,2023,6
MEX,SLV,2014,5
MEX,SWE,2009,5
MEX,SWE,2010,13
MEX,SWE,2011,13
MEX,SWE,2012,12
MEX,SWE,2013,26
MEX,SWE,2014,23
MEX,SWE,2015,15
MEX,SWE,2016,5
MEX,SWE,2017,16
MEX,SWE,2018,12
MEX,SWE,2019,24
MEX,SWE,2021,10
MEX,SWE,2022,15
MEX,SWE,2023,38
MEX,TTO,2013,6
MEX,URY,2014,5
MEX,URY,2022,5
MEX,USA,2008,2713
MEX,USA,2009,2295
MEX,USA,2010,3879
MEX,USA,2011,8304
MEX,USA,2012,11067
MEX,USA,2013,10077
MEX,USA,2014,13987
MEX,USA,2015,19294
MEX,USA,2016,27879
MEX,USA,2017,27460
MEX,USA,2018,31422
MEX,USA,2019,33975
MEX,USA,2020,21008
MEX,USA,2021,15531
MEX,USA,2022,21156
MEX,USA,2023,45895
NIC,ARG,2018,14
NIC,ARG,2019,13
NIC,ARG,2022,5
NIC,ARG,2023,6
NIC,AUS,2014,5
NIC,AUS,2016,6
NIC,AUT,2018,5
NIC,BEL,2011,5
NIC,BEL,2018,40
NIC,BEL,2019,10
NIC,BEL,2020,5
NIC,BEL,2021,5
NIC,BEL,2022,31
NIC,BEL,2023,22
NIC,BLZ,2008,5
NIC,BLZ,2016,5
NIC,BLZ,2018,19
NIC,BLZ,2019,30
NIC,BLZ,2020,7
NIC,BLZ,2022,7
NIC,BLZ,2023,13
NIC,BRA,2018,20
NIC,BRA,2019,11
NIC,BRA,2020,5
NIC,BRA,2022,6
NIC,BRA,2023,11
NIC,CAN,2008,38
NIC,CAN,2009,38
NIC,CAN,2010,48
NIC,CAN,2011,49
NIC,CAN,2012,22
NIC,CAN,2013,7
NIC,CAN,2014,6
NIC,CAN,2015,16
NIC,CAN,2017,25
NIC,CAN,2018,345
NIC,CAN,2019,328
NIC,CAN,2020,131
NIC,CAN,2021,106
NIC,CAN,2022,680
NIC,CAN,2023,548
NIC,CHE,2018,13
NIC,CHE,2019,12
NIC,CHE,2020,5
NIC,CHE,2021,5
NIC,CHE,2022,18
NIC,CHE,2023,13
NIC,CHL,2019,5
NIC,CRI,2008,9
NIC,CRI,2009,45
NIC,CRI,2010,19
NIC,CRI,2011,8
NIC,CRI,2012,6
NIC,CRI,2014,21
NIC,CRI,2015,38
NIC,CRI,2016,90
NIC,CRI,2017,89
NIC,CRI,2018,23151
NIC,CRI,2019,31757
NIC,CRI,2020,9984
NIC,CRI,2021,102420
NIC,CRI,2022,120612
NIC,CRI,2023,29995
NIC,DEU,2015,5
NIC,DEU,2016,5
NIC,DEU,2018,34
NIC,DEU,2019,112
NIC,DEU,2020,52
NIC,DEU,2021,85
NIC,DEU,2022,254
NIC,DEU,2023,184
NIC,DNK,2018,9
NIC,DNK,2019,37
NIC,DNK,2020,5
NIC,DNK,2021,5
NIC,DOM,2019,5
NIC,DOM,2022,5
NIC,ECU,2018,12
NIC,ECU,2021,5
NIC,ECU,2023,5
NIC,ESP,2008,7
NIC,ESP,2010,6
NIC,ESP,2011,11
NIC,ESP,2012,6
NIC,ESP,2013,5
NIC,ESP,2014,5
NIC,ESP,2015,9
NIC,ESP,2016,20
NIC,ESP,2017,31
NIC,ESP,2018,1365
NIC,ESP,2019,5931
NIC,ESP,2020,3750
NIC,ESP,2021,1260
NIC,ESP,2022,2118
NIC,ESP,2023,2759
NIC,FIN,2018,26
NIC,FIN,2019,32
NIC,FIN,2020,16
NIC,FIN,2021,34
NIC,FIN,2022,55
NIC,FIN,2023,89
NIC,FRA,2018,53
NIC,FRA,2019,67
NIC,FRA,2020,8
NIC,FRA,2021,38
NIC,FRA,2022,81
NIC,FRA,2023,30
NIC,GBR,2008,5
NIC,GBR,2009,6
NIC,GBR,2018,36
NIC,GBR,2019,82
NIC,GBR,2020,45
NIC,GBR,2021,131
NIC,GBR,2022,220
NIC,GBR,2023,257
NIC,GTM,2008,5
NIC,GTM,2017,7
NIC,GTM,2018,111
NIC,GTM,2019,154
NIC,GTM,2020,67
NIC,GTM,2021,191
NIC,GTM,2022,174
NIC,GTM,2023,241
NIC,HND,2013,57
NIC,HND,2014,6
NIC,HND,2015,6
NIC,HND,2018,88
NIC,HND,2019,94
NIC,HND,2020,53
NIC,HND,2021,60
NIC,HND,2022,100
NIC,HND,2023,28
NIC,IRL,2018,8
NIC,IRL,2019,5
NIC,IRL,2020,5
NIC,IRL,2021,14
NIC,IRL,2022,61
NIC,IRL,2023,71
NIC,ISL,2023,5
NIC,ITA,2012,5
NIC,ITA,2013,11
NIC,ITA,2014,11
NIC,ITA,2015,13
NIC,ITA,2016,10
NIC,ITA,2017,11
NIC,ITA,2018,45
NIC,ITA,2019,57
NIC,ITA,2020,11
NIC,ITA,2021,7
NIC,ITA,2022,36
NIC,ITA,2023,28
NIC,LUX,2019,5
NIC,MEX,2008,9
NIC,MEX,2009,29
NIC,MEX,2010,15
NIC,MEX,2011,6
NIC,MEX,2012,11
NIC,MEX,2013,20
NIC,MEX,2014,24
NIC,MEX,2015,28
NIC,MEX,2016,70
NIC,MEX,2017,62
NIC,MEX,2018,1246
NIC,MEX,2019,2232
NIC,MEX,2020,802
NIC,MEX,2021,2919
NIC,MEX,2022,8984
NIC,MEX,2023,1363
NIC,NLD,2018,23
NIC,NLD,2019,37
NIC,NLD,2020,5
NIC,NLD,2021,5
NIC,NLD,2022,67
NIC,NLD,2023,22
NIC,NOR,2008,5
NIC,NOR,2011,10
NIC,NOR,2018,13
NIC,NOR,2019,16
NIC,NOR,2020,14
NIC,NOR,2022,5
NIC,NOR,2023,24
NIC,PAN,2010,8
NIC,PAN,2011,30
NIC,PAN,2012,6
NIC,PAN,2013,5
NIC,PAN,2014,20
NIC,PAN,2015,273
NIC,PAN,2016,866
NIC,PAN,2017,263
NIC,PAN,2018,2874
NIC,PAN,2019,5319
NIC,PAN,2020,287
NIC,PAN,2021,30
NIC,PAN,2022,202
NIC,PAN,2023,83
NIC,PER,2018,11
NIC,PER,2020,5
NIC,PER,2023,5
NIC,SLV,2018,20
NIC,SLV,2019,14
NIC,SLV,2020,5
NIC,SLV,2021,24
NIC,SLV,2022,22
NIC,SLV,2023,34
NIC,SWE,2008,75
NIC,SWE,2009,83
NIC,SWE,2010,27
NIC,SWE,2011,25
NIC,SWE,2012,22
NIC,SWE,2013,30
NIC,SWE,2014,35
NIC,SWE,2015,24
NIC,SWE,2016,52
NIC,SWE,2017,143
NIC,SWE,2018,397
NIC,SWE,2019,671
NIC,SWE,2020,366
NIC,SWE,2021,67
NIC,SWE,2022,380
NIC,SWE,2023,420
NIC,TTO,2018,5
NIC,URY,2018,12
NIC,URY,2019,6
NIC,USA,2008,266
NIC,USA,2009,223
NIC,USA,2010,241
NIC,USA,2011,312
NIC,USA,2012,280
NIC,USA,2013,259
NIC,USA,2014,353
NIC,USA,2015,387
NIC,USA,2016,518
NIC,USA,2017,864
NIC,USA,2018,1685
NIC,USA,2019,5877
NIC,USA,2020,3894
NIC,USA,2021,4828
NIC,USA,2022,33342
NIC,USA,2023,90902
PAN,BEL,2022,5
PAN,BRA,2019,5
PAN,BRA,2023,5
PAN,CAN,2008,14
PAN,CAN,2009,20
PAN,CAN,2010,15
PAN,CAN,2011,6
PAN,CAN,2012,7
PAN,CAN,2014,9
PAN,CAN,2015,5
PAN,CAN,2017,16
PAN,CAN,2018,18
PAN,CAN,2019,16
PAN,CAN,2021,9
PAN,CAN,2022,46
PAN,CAN,2023,84
PAN,CRI,2015,5
PAN,CRI,2016,5
PAN,CRI,2017,6
PAN,CRI,2018,5
PAN,CRI,2019,9
PAN,CRI,2020,5
PAN,CRI,2021,57
PAN,CRI,2022,57
PAN,CRI,2023,8
PAN,DEU,2021,5
PAN,DEU,2022,17
PAN,DEU,2023,19
PAN,ECU,2018,5
PAN,ECU,2019,5
PAN,ESP,2008,5
PAN,ESP,2009,5
PAN,ESP,2010,5
PAN,ESP,2013,5
PAN,ESP,2014,5
PAN,ESP,2016,5
PAN,ESP,2017,6
PAN,ESP,2018,15
PAN,ESP,2019,52
PAN,ESP,2020,48
PAN,ESP,2021,52
PAN,ESP,2022,90
PAN,ESP,2023,141
PAN,GBR,2022,5
PAN,GBR,2023,8
PAN,IRL,2022,7
PAN,IRL,2023,8
PAN,ITA,2022,6
PAN,ITA,2023,10
PAN,MEX,2015,5
PAN,MEX,2017,5
PAN,MEX,2018,5
PAN,MEX,2019,12
PAN,MEX,2020,66
PAN,MEX,2021,114
PAN,MEX,2022,167
PAN,MEX,2023,50
PAN,NOR,2023,5
PAN,PER,2018,6
PAN,SWE,2008,5
PAN,SWE,2022,13
PAN,USA,2008,5
PAN,USA,2009,6
PAN,USA,2010,16
PAN,USA,2011,5
PAN,USA,2012,21
PAN,USA,2013,11
PAN,USA,2014,12
PAN,USA,2015,11
PAN,USA,2016,24
PAN,USA,2017,31
PAN,USA,2018,34
PAN,USA,2019,41
PAN,USA,2020,31
PAN,USA,2021,66
PAN,USA,2022,378
PAN,USA,2023,895
PER,ARG,2008,17
PER,ARG,2009,30
PER,ARG,2010,25
PER,ARG,2011,5
PER,ARG,2012,11
PER,ARG,2013,5
PER,ARG,2014,5
PER,ARG,2015,5
PER,ARG,2016,5
PER,ARG,2017,6
PER,ARG,2018,12
PER,ARG,2019,12
PER,ARG,2020,13
PER,ARG,2021,44
PER,ARG,2022,18
PER,ARG,2023,13
PER,AUS,2008,7
PER,AUS,2009,5
PER,AUS,2010,5
PER,AUS,2011,30
PER,AUS,2012,15
PER,AUS,2013,13
PER,AUS,2014,22
PER,AUS,2015,10
PER,AUS,2016,26
PER,AUS,2017,21
PER,AUS,2018,8
PER,AUS,2020,9
PER,AUS,2021,11
PER,AUS,2022,64
